bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,udps.srcdst_packet_size_variation,udps.srcdst_udp_packet_count,udps.udp_packet_count,udps.srcdst_tcp_packet_count,udps.tcp_packet_count,udps.srcdst_ack_packet_count,udps.ack_packet_count,udps.srcdst_fin_packet_count,udps.fin_packet_count,udps.srcdst_rst_packet_count,udps.rst_packet_count,udps.srcdst_psh_packet_count,udps.psh_packet_count,udps.srcdst_syn_packet_count,udps.syn_packet_count,udps.srcdst_unique_ports_count,udps.srcdst_icmp_packet_count,udps.icmp_packet_count,udps.srcdst_http_ports_count,udps.http_ports_count,udps.srcdst_bidirectional_duration_avg,udps.bidirectional_duration_avg,udps.srcdst_dns_port_count,udps.dns_port_count,udps.srcdst_dns_port_src_count,udps.dns_port_src_count,udps.srcdst_vul_ports_count,udps.src2dst_packet_count,udps.bidirectional_packet_count,udps.srcdst_src2dst_packet_count,udps.srcdst_bidirectional_packet_count
155,13,12797,155,8,864,141,5,11933,66,984.3846153846156,2466.633993200097,8754,66,108,115.59535334210332,394,66,2386.6,3773.0101775637977,8754,0,12.916666666666668,36.52510552,128,0,22.142857142857142,53.00134769176022,142,0,35.25,62.07186695006577,128,2,0,0,0,12,2,1,1,1,0,0,0,7,1,1,0,1,0,0,0,5,1,0,1,4292.11929,0,0,350,350,3815,3815,457,457,590,590,694,694,716,716,2,0,0,350,350,304.28285714285715,304.28285714285715,0,0,0,0,350,2545,4599,2545,4599
0,2,120,0,1,60,0,1,60,60,60,0,60,60,60,0,60,60,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,350,350,386,595,8,16,346,346,10,130,359,367,350,0,0,7,3,47.51428571428571,7.602857142857143,1,1,0,0,16,480,954,377,741
3204,9,1996,3204,8,1922,0,1,74,66,221.77777777777777,112.85696453672873,297,66,240.25,105.10233108737408,297,74,74,0,74,0,400.5,556.6758482276737,1604,0,457.7142857142857,575.3117167489042,1604,0,0,0,0,2,0,0,0,8,6,0,0,1,0,0,0,7,6,0,0,1,0,0,0,1,0,0,0,112.89633888365616,0,0,350,350,691,1017,0,16,42,40,516,706,176,192,1,0,0,350,346,726.5257142857142,743.3514285714285,0,0,0,0,350,852,1203,692,871
66,9,863,66,5,495,66,4,368,60,95.88888889,69.89714665929583,249,60,99,83.89278872465738,249,60,92,60.06662967072483,182,0,8.25,22.530931120192463,64,0,16.5,33,66,1,22,36.37306695894642,64,2,0,0,0,8,2,0,2,1,0,0,0,4,1,0,1,1,0,0,0,4,1,0,1,93.85227754295578,0,0,124,350,1650,5030,248,700,0,0,263,750,248,700,1,0,0,124,350,96.64516129032258,110.46,0,0,0,0,124,2515,5380,848,1774
1,3,214,1,2,140,0,1,74,66,71.33333333333333,4.618802153517004,74,66,70,5.656854249492381,74,74,74,0,74,0,0.5,0.7071067811865476,1,1,1,0,1,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4,0,4,350,346,2550,6711,304,526,0,0,1168,3454,320,540,1,0,0,350,274,821.4285714285714,853.2714285714286,0,0,0,0,350,3767,6989,1788,2710
29,14,12909,29,8,910,28,6,11999,66,922.0714285714286,1666.4832831345873,4421,66,113.75,131.85462774261228,440,66,1999.8333333333333,2181.0535451168244,4421,0,2.2307692307692304,6.869665762779706,25,0,4.142857142857142,9.668308563352252,26,0,5.6,10.922453936730518,25,2,0,0,0,13,2,1,1,1,0,0,0,7,1,1,0,1,0,0,0,6,1,0,1,2122.5017275218725,0,0,350,350,4024,4076,474,480,586,584,729,757,737,741,2,0,0,350,348,280.4371428571429,279.92857142857144,0,0,0,0,350,2693,4832,2665,4778
23,17,13077,23,8,880,21,9,12197,60,769.2352941176472,1538.7406997855326,5858,60,110,128.57904739331144,428,66,1355.2222222222222,1974.8633989328084,5858,0,1.4375,3.741100551085647,15,0,3.2857142857142856,6.210590034081188,17,0,2.625,5.125217765408329,15,2,0,0,0,13,2,3,3,1,0,0,0,4,1,3,1,1,0,0,0,9,1,0,2,2841.8813017670764,0,0,350,350,4158,4158,577,577,590,590,710,710,700,700,2,0,0,350,350,9.782857142857145,9.782857142857145,0,0,0,0,350,2637,4869,2637,4869
152,13,12823,152,8,890,138,5,11933,66,986.3846153846154,2243.529568130744,7306,66,111.25,124.7852440910268,420,66,2386.6,3330.247709,7306,0,12.666666666666668,35.724535325773296,125,0,21.71428571428571,51.49988441965763,138,0,34.5,60.64376857,125,2,0,0,0,12,2,1,1,1,0,0,0,7,1,1,0,1,0,0,0,5,1,0,1,3564.9079932026298,0,0,350,350,4118,4118,515,515,692,692,766,766,751,751,2,0,0,350,350,345.66,345.66,0,0,0,0,350,2802,4999,2802,4999
1,3,198,1,2,132,0,1,66,66,66,0,66,66,66,0,66,66,66,0,66,0,0.5,0.7071067811865476,1,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,2,350,348,2017,4401,304,410,1,1,810,2172,314,418,1,0,0,350,314,720.1685714285715,757.8685714285714,0,0,0,0,350,2587,4615,1427,2175
0,2,134,0,1,74,0,1,60,60,67,9.899494936611664,74,74,74,0,74,60,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8.082903768654761,0,0,350,350,362,362,0,0,352,352,0,0,357,357,350,0,0,3,3,210.48857142857145,210.48857142857145,1,1,0,0,13,362,714,362,714
587,13,13540,587,8,1607,573,5,11933,66,1041.5384615384617,2142.921394396935,5858,66,200.875,183.95685635496167,423,66,2386.6,3168.942694338287,5858,0,48.91666666666666,86.10507147278454,233,0,83.85714285714286,103.78572247894309,233,0,143.25,210.02122908569663,445,2,0,0,0,12,4,1,1,1,0,0,0,7,3,1,0,1,0,0,0,5,1,0,1,2841.488034463633,0,0,350,350,4059,4059,501,501,705,705,781,781,738,738,2,0,0,350,350,367.8142857142857,367.8142857142857,0,0,0,0,350,2751,4957,2751,4957
1030,6,374,1029,3,194,1029,3,180,60,62.33333333333333,2.9439202887759484,66,62,64.66666666666667,2.309401076758505,66,60,60,0,60,0,206,281.1654317301471,515,514,514.5,0.7071067811865476,515,513,514.5,2.1213203435596424,516,3,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2.8284271247461903,0,0,256,350,2613,3176,440,450,108,375,456,465,548,825,1,0,0,256,350,226.53125,419.08,0,0,0,0,256,1856,3776,1456,2941
9109,28,2161,9109,11,855,9109,17,1306,60,77.17857142857144,12.50793399000861,100,66,77.72727272727272,8.684364214965989,89,60,76.82352941176471,14.714938388070331,100,0,337.37037037037044,972.6216019741596,3548,0,910.9,1496.0810621234546,3590,0,569.3124999999999,1224.2857900969582,3548,2,0,0,0,25,14,2,2,1,0,0,0,10,7,0,1,1,0,0,0,15,7,2,1,18.89223826513594,0,0,350,350,8751,9714,701,737,701,665,4900,5452,700,736,1,0,0,0,0,9075.528571428573,8693.037142857143,0,0,0,0,350,4382,10747,3851,9802
40,15,13002,40,8,937,31,7,12065,60,866.8000000000001,1876.4761122913344,7306,60,117.125,148.7197148041529,485,66,1723.571428571429,2566.026490974119,7306,0,2.857142857142857,4.554915229425543,11,0,5.7142857142857135,7.674943772091226,20,0,5.166666666666667,5.706721183540218,11,2,0,0,0,11,2,3,2,1,0,0,0,4,1,3,1,1,0,0,0,7,1,0,1,3556.735148512841,0,0,350,350,4079,4079,501,501,639,639,711,711,709,709,2,0,0,350,350,78.90857142857143,78.90857142857143,0,0,0,0,350,2640,4874,2640,4874
9577,28,2156,9576,11,850,9577,17,1306,60,77.00000000000001,12.358832499097185,100,66,77.27272727272728,8.112840551753859,88,60,76.82352941176471,14.714938388070331,100,0,354.7037037037037,998.4519870130814,3524,0,957.6,1526.2501032850998,3565,0,598.5624999999998,1253.914668481605,3524,2,0,0,0,25,14,2,2,1,0,0,0,10,7,0,1,1,0,0,0,15,7,2,1,18.717193521821944,0,0,350,350,8751,9479,701,733,701,661,4900,5294,700,732,1,0,0,0,0,8917.722857142857,8454.042857142857,0,0,0,0,350,4279,10506,3851,9802
9488,28,2154,9488,11,848,9488,17,1306,60,76.92857142857143,12.295523339000017,100,66,77.09090909,7.854356058,86,60,76.82352941176471,14.714938388070331,100,0,351.40740740740745,995.5885873831796,3284,0,948.8,1524.7466674828315,3328,0,593,1251.1087882354595,3284,2,0,0,0,25,14,2,2,1,0,0,0,10,7,0,1,1,0,0,0,15,7,2,1,18.40289832245635,0,0,350,350,8751,9577,701,733,701,661,4900,5360,700,732,1,0,0,0,0,8903.188571,8445.634285714286,0,0,0,0,350,4325,10604,3851,9802
1,5,349,1,3,186,0,2,163,60,69.8,15.498387012847497,97,60,62,3.4641016151377544,66,66,81.5,21.920310216782973,97,0,0.25,0.5,1,0,0.5,0.7071067811865476,1,0,0,0,0,0,0,0,0,3,1,2,2,0,0,0,0,1,0,2,1,0,0,0,0,2,1,0,1,16.740669042783207,0,0,106,350,5960,1555,185,385,172,115,3158,385,0,0,91,0,0,0,0,910.3867924528302,750.5,0,0,0,0,0,940,1637,4304,6132
1,3,198,1,2,132,0,1,66,66,66,0,66,66,66,0,66,66,66,0,66,0,0.5,0.7071067811865476,1,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,350,349,3288,3940,300,336,0,0,1672,2026,318,354,1,0,0,350,337,861.6542857142857,871.8314285714285,0,0,0,0,350,2598,4119,2274,3447
0,1,297,0,1,297,0,0,0,297,297,0,297,297,297,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,171.47302994931886,0,0,350,350,677,818,0,12,35,35,556,620,303,309,1,0,0,350,347,1199.76,1178.1371428571429,0,0,0,0,350,934,1107,859,964
95837,25,24712,95837,16,1000,91409,9,23712,60,988.48,2294.960132551326,8814,60,62.5,4.926120853842977,74,60,2634.6666666666665,3322.1876452121123,8814,0,3993.2083333333335,16205.476787531794,79369,0,6389.133333333332,20372.59598,79369,0,11426.125,31540.29838810525,89477,4,0,0,0,23,4,2,2,2,0,0,0,14,2,2,0,2,0,0,0,9,2,0,2,4374.671645,0,0,350,350,6495,6495,670,670,528,528,1099,1099,1056,1056,350,0,0,350,350,53766.154285714285,53766.154285714285,0,0,0,0,350,4196,7023,4196,7023
23,16,12985,23,8,854,21,8,12131,60,811.5624999999999,1747.938022118252,5858,60,106.75,119.39340733175226,402,66,1516.375,2323.216854615907,5858,0,1.5333333333333334,3.888934240098375,15,0,3.2857142857142856,6.317021600783229,17,0,3,5.477225575051661,15,2,0,0,0,12,2,3,3,1,0,0,0,4,1,3,1,1,0,0,0,8,1,0,2,2845.492048837951,0,0,350,350,4104,4104,553,553,607,607,720,720,705,705,2,0,0,350,350,58.21428571428572,58.21428571428572,0,0,0,0,350,2638,4847,2638,4847
180,2,225,0,1,90,0,1,135,90,112.5,31.81980515339464,135,90,90,0,90,135,135,0,135,180,180,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.98076211353316,350,350,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14304.425714285717,14304.425714285717,350,350,0,0,350,430,860,430,860
0,5,349,0,3,186,0,2,163,60,69.8,15.498387012847497,97,60,62,3.4641016151377544,66,66,81.5,21.920310216782973,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,0,0,0,0,1,0,2,1,0,0,0,0,2,1,0,1,16.740669042783207,0,0,110,350,5972,1550,193,393,180,122,3162,383,0,0,95,0,0,0,0,877.3,693.6914285714286,0,0,0,0,0,941,1640,4316,6152
0,2,120,0,1,60,0,1,60,60,60,0,60,60,60,0,60,60,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,350,350,350,350,0,0,350,350,0,0,352,352,350,0,0,2,2,0.042857143,0.042857143,1,1,0,0,7,352,702,352,702
1,3,214,1,2,140,0,1,74,66,71.33333333333333,4.618802153517004,74,66,70,5.656854249492381,74,74,74,0,74,0,0.5,0.7071067811865476,1,1,1,0,1,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4,0,4,303,346,2906,38867,260,430,1,1,1463,2707,288,452,1,0,0,303,303,935.5148514851484,911.3,0,0,0,0,303,24474,39109,1998,3051
1,3,198,1,2,132,0,1,66,66,66,0,66,66,66,0,66,66,66,0,66,0,0.5,0.7071067811865476,1,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,3,145,233,1390,39816,126,468,1,1,687,3155,144,480,1,0,0,145,145,969.2758620689656,896.2415254237288,0,0,0,0,145,24751,40070,952,1463
4855,24,20002,4855,16,4928,4850,8,15074,66,833.4166666666667,788.1808398,1934,66,307.99999999999994,260.59316951908005,651,1836,1884.25,51.58557384164131,1934,0,211.08695652173915,386.7869877762739,1023,3,323.6666666666667,442.7793172783975,1023,245,692.8571428571429,406.8879569658084,1028,0,0,0,0,24,16,0,0,0,0,0,0,16,8,0,0,0,0,0,0,8,8,0,0,913.9870076,0,0,350,350,1994,2859,300,336,0,0,808,1302,304,342,1,0,0,350,338,738.2685714285715,747.9085714285715,0,0,0,0,350,1844,3030,1423,2146
1,3,214,1,2,140,0,1,74,66,71.33333333333333,4.618802153517004,74,66,70,5.656854249492381,74,74,74,0,74,0,0.5,0.7071067811865476,1,1,1,0,1,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4,0,1,350,349,3353,4154,298,336,0,0,1720,2176,316,352,1,0,0,350,337,872.8257142857143,884.9485714285714,0,0,0,0,350,2701,4332,2318,3511
408,16,13373,408,9,1308,393,7,12065,60,835.8124999999999,1477.5339914307667,4410,60,145.33333333333334,160.3184331260757,428,66,1723.571428571429,1946.5062596990588,4410,0,27.200000000000006,64.37523925059564,205,0,51,86.90881921383385,205,0,65.5,97.65193290457697,216,2,0,0,0,12,3,3,2,1,0,0,0,5,2,3,1,1,0,0,0,7,1,0,1,2119.663181,0,0,350,350,3907,3907,476,476,669,669,713,713,693,693,2,0,0,350,350,155.93428571428572,155.93428571428572,0,0,0,0,350,2602,4733,2602,4733
1,2,134,0,1,74,0,1,60,60,67,9.899494936611664,74,74,74,0,74,60,60,0,60,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8.082903768654761,0,0,350,350,349,349,0,0,349,349,0,0,350,350,350,0,0,0,0,0.051428571,0.051428571,0,0,0,0,1,350,699,350,699
553,12,1362,552,6,1002,552,6,360,60,113.5,94.54147718906717,371,60,167,113.11233354502065,371,60,60,0,60,0,50.27272727272727,158.87296240020888,529,1,110.4,234.1298784862795,529,1,110.4,234.6929909477486,530,0,0,0,0,12,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,0,0,0,155.5,0,0,106,138,12737,18840,0,0,17,44,6367,6566,25,59,1,0,0,0,0,2611.2169811320755,2139.7246376811595,0,0,0,0,0,10435,18889,6390,12757
87984,10,1356,87984,6,622,87936,4,734,71,135.6,47.35023172535109,204,71,103.66666666666669,25.303491195221792,120,163,183.5,23.67136103677466,204,0,9776,29310.00205134759,87936,0,17596.8,39330.31375033767,87953,0,29312,50769.87327145893,87936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.11100303,350,349,0,1,0,47,0,0,0,2,0,36,0,4,10,0,0,0,0,2683.348571428572,2472.76,350,348,0,0,350,985,1751,1022,1788
0,2,120,0,1,60,0,1,60,60,60,0,60,60,60,0,60,60,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,350,350,350,350,0,0,350,350,0,0,350,350,350,0,0,0,0,0.037142857,0.037142857,0,0,0,0,0,350,700,350,700
3003,3,222,3003,3,222,0,0,0,74,74,0,74,74,74,0,74,0,0,0,0,1000,1501.5,709.2281015301072,2003,1000,1501.5,709.2281015301072,2003,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.72391992003231,0,1,350,349,1143,1137,1,1,0,0,460,458,637,635,1,0,0,350,349,979.38,979.34,0,0,0,0,350,1099,1586,1101,1589
1000,6,374,1000,3,194,999,3,180,60,62.33333333333333,2.9439202887759484,66,62,64.66666666666667,2.309401076758505,66,60,60,0,60,0,200,273.4053766845122,500,500,500,0,500,499,499.5,0.7071067811865476,500,3,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2.8284271247461903,0,0,190,350,2233,1445,302,158,117,813,318,158,419,971,1,0,0,190,350,291.27894736842103,800.86,0,0,0,0,190,1208,2337,1171,2501
156,12,12730,156,6,731,145,6,11999,66,1060.8333333333333,2066.407195344058,7306,66,121.83333333333331,132.8825296,393,66,1999.8333333333333,2694.4938238316054,7306,0,14.181818181818182,39.64799662484394,133,0,31.2,63.22736749224975,144,0,29,58.36951259004995,133,2,0,0,0,11,2,1,1,1,0,0,0,5,1,1,0,1,0,0,0,6,1,0,1,3568.8306558311224,0,0,350,350,3949,3949,452,452,612,612,728,728,730,730,2,0,0,350,350,330.9714285714286,330.9714285714286,0,0,0,0,350,2655,4732,2655,4732
8282,28,2159,8282,11,853,8282,17,1306,60,77.10714285714283,12.452396127339076,100,66,77.54545454545455,8.477778439705018,89,60,76.82352941176471,14.714938388070331,100,0,306.7407407407408,859.3679516675475,2809,0,828.1999999999999,1316.013998574652,2854,0,517.625,1078.7303571019652,2809,2,0,0,0,25,14,2,2,1,0,0,0,10,7,0,1,1,0,0,0,15,7,2,1,18.89223826513594,0,0,350,350,8750,9533,700,736,700,664,4900,5320,700,736,1,0,0,0,0,9000.82,8587.46,0,0,0,0,350,4303,10565,3850,9800
0,2,120,0,1,60,0,1,60,60,60,0,60,60,60,0,60,60,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,350,350,350,350,0,0,350,350,0,0,350,350,350,0,0,0,0,0.062857143,0.062857143,0,0,0,0,0,350,700,350,700
95935,24,24658,95935,16,1000,90647,8,23658,60,1027.4166666666667,2407.2026868052303,8814,60,62.5,4.926120853842977,74,60,2957.25,3557.3851853774363,8814,0,4171.086956521738,16428.44812820693,78635,0,6395.666666666666,20220.694292399225,78635,0,12949.571428571428,33924.07948079133,89880,4,0,0,0,22,4,2,2,2,0,0,0,14,2,2,0,2,0,0,0,8,2,0,2,4374.671645,0,0,350,350,6558,6558,688,688,531,531,1105,1105,1062,1062,350,0,0,350,350,54055.33714285714,54055.33714285714,0,0,0,0,350,4224,7089,4224,7089
88,9,863,88,5,495,88,4,368,60,95.88888889,69.89714665929583,249,60,99,83.89278872465738,249,60,92,60.06662967072483,182,0,11,29.90461025135948,85,0,22,43.33589736,87,1,29.333333333333336,48.21134029803915,85,2,0,0,0,8,2,0,2,1,0,0,0,4,1,0,1,1,0,0,0,4,1,0,1,93.85227754295578,0,0,57,280,731,3257,114,560,0,0,119,580,114,560,1,0,0,57,280,88.05263157894737,91.13214285714284,0,0,0,0,57,1743,3537,376,788
21,14,12870,21,7,805,10,7,12065,60,919.2857142857142,1344.5712744543937,4410,60,115,128.82416957491583,407,66,1723.571428571429,1546.313018887493,4410,0,1.6153846153846156,3.305007855221667,9,0,3.5,4.277849927241488,9,0,1.6666666666666667,4.0824829046386295,10,2,0,0,0,12,2,2,1,1,0,0,0,5,1,2,0,1,0,0,0,7,1,0,1,2122.372317,0,0,350,350,4144,4292,440,445,561,556,739,833,734,738,2,0,0,350,348,235.64,243.00285714285715,0,0,0,0,350,2749,4973,2682,4827
0,3,214,0,2,140,0,1,74,66,71.33333333333333,4.618802153517004,74,66,70,5.656854249492381,74,74,74,0,74,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4,0,1,350,349,3325,4028,298,336,0,0,1700,2092,318,354,1,0,0,350,337,874.46,879.94,0,0,0,0,350,2633,4207,2300,3484
77318,24,24652,77318,15,940,72585,9,23712,60,1027.1666666666667,1988.053596221509,5894,60,62.66666666666666,5.052109413285654,74,60,2634.6666666666665,2590.6911722550026,5894,0,3361.6521739130435,13192.197272384832,63245,0,5522.714285714286,16782.942574249293,63245,0,9073.125000000002,25157.74780651934,71327,4,0,0,0,22,4,2,2,2,0,0,0,13,2,2,0,2,0,0,0,9,2,0,2,2914.674138,0,0,350,350,8703,8703,859,859,700,700,1417,1417,1400,1400,350,0,0,350,350,79185.98,79185.98,0,0,0,0,350,5651,9403,5651,9403
1934,14,5722,1934,8,2196,1856,6,3526,60,408.7142857142857,343.0829521965673,850,60,274.5,229.3101455608601,489,60,587.6666666666667,406.4094815166923,850,0,148.76923076923077,274.9842886,853,25,276.2857142857143,341.36574436895603,853,1,371.2,416.0891731347981,931,0,0,0,0,14,8,0,0,0,0,0,0,8,4,0,0,0,0,0,0,6,4,0,0,381.5104847838392,0,0,350,350,954,1014,58,50,0,2,128,183,56,56,1,0,0,350,350,287.6485714285714,250.3028571428572,0,0,0,0,350,573,1042,530,982
1,3,198,1,2,132,0,1,66,66,66,0,66,66,66,0,66,66,66,0,66,0,0.5,0.7071067811865476,1,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,4,350,346,3033,7421,308,544,0,0,1482,3892,324,554,1,0,0,350,270,873.8342857142857,886.4742857142858,0,0,0,0,350,4205,7706,2105,3195
0,1,253,0,1,253,0,0,0,253,253,0,253,253,253,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,146.06961810497532,0,0,350,350,738,1126,124,152,37,37,465,662,46,74,1,0,0,350,343,214.63142857142856,223.2057142857143,0,0,0,0,350,747,1200,534,798
32,2,316,0,1,94,0,1,222,94,158,90.50966799187808,222,94,94,0,94,222,222,0,222,32,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.90083446,350,350,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7295.0028571428575,7295.0028571428575,350,350,0,0,350,399,798,399,798
2202,7,995,2164,4,789,2202,3,206,66,142.14285714285714,194.43630368446165,583,66,197.25,257.1943169408427,583,66,68.66666666666667,4.618802153517007,74,0,367,879.4950824194528,2162,0,721.3333333333334,1247.6543324708705,2162,2,1101,1554.2207050480315,2200,2,0,0,0,6,1,0,1,1,0,0,0,3,1,0,1,1,0,0,0,3,0,0,0,257.1943169408427,0,1,135,341,6060,1361,235,422,222,159,3187,298,11,11,117,8,8,1,1,895.7132867132867,304.3,0,0,0,0,1,890,1560,4422,6343
66,9,862,66,5,494,66,4,368,60,95.77777777777776,69.62359114872231,248,60,98.8,83.44579079,248,60,92,60.06662967072483,182,0,8.25,22.12787512,63,0,16.5,32.33676958,65,1,22,35.510561809129406,63,2,0,0,0,8,2,0,2,1,0,0,0,4,1,0,1,1,0,0,0,4,1,0,1,93.45765529550448,0,0,104,350,1382,4181,208,700,0,0,219,737,208,700,1,0,0,104,350,112.52884615384616,104.52857142857142,0,0,0,0,104,2217,4531,698,1486
1,3,198,1,2,132,0,1,66,66,66,0,66,66,66,0,66,66,66,0,66,0,0.5,0.7071067811865476,1,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,350,349,3311,3944,302,334,0,0,1688,2046,314,344,1,0,0,350,339,871.8657142857143,876.5942857142857,0,0,0,0,350,2588,4118,2289,3468
1045,6,374,1044,3,194,1045,3,180,60,62.33333333333333,2.9439202887759484,66,62,64.66666666666667,2.309401076758505,66,60,60,0,60,0,209,285.7717620759616,529,515,522,9.899494936611664,529,516,522.5,9.192388155425116,529,3,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2.8284271247461903,0,0,322,350,2811,1050,440,0,306,1050,456,0,746,1050,1,0,0,322,350,391.33850931677017,1012.2914285714286,0,0,0,0,322,1050,2100,1654,3337
1,3,192,1,2,126,0,1,66,60,64,3.4641016151377544,66,60,63,4.242640687119285,66,66,66,0,66,0,0.5,0.7071067811865476,1,1,1,0,1,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,350,350,658,20996,0,1436,284,0,381,10878,128,1396,2,0,0,350,2,127.99142857142856,611.7314285714285,0,0,0,0,350,11020,21694,555,1006
1,5,349,1,3,186,0,2,163,60,69.8,15.498387012847497,97,60,62,3.4641016151377544,66,66,81.5,21.920310216782973,97,0,0.25,0.5,1,0,0.5,0.7071067811865476,1,0,0,0,0,0,0,0,0,3,1,2,2,0,0,0,0,1,0,2,1,0,0,0,0,2,1,0,1,16.740669042783207,0,0,105,350,5957,1553,183,383,170,114,3157,384,0,0,90,0,0,0,0,919.047619,750.4971428571429,0,0,0,0,0,938,1633,4301,6127
0,1,74,0,1,74,0,0,0,74,74,0,74,74,74,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.72391992003231,0,0,350,350,44,44,0,0,0,0,36,36,346,346,2,0,0,350,350,73.28,73.28,0,0,0,0,350,382,386,382,386
